id,region,address,developer,lat,lon,class_desc,plan_ready100perc_date,floors,flats,square,object_problem,wall_material,infrastructure_index,parking_count,energy_eff,price_avg,ceiling_height,guest_parking_count,transport_dist_index
23064,47,"г Сосновый Бор, Улица Парковая, д. 6",16 КВАРТАЛ,59.9079,29.0796,Типовой,2019-06-19,19.0,766.0,39881.63,0,Панель,7,0.0,B,,,,
26500,47,"д Большие Томики, улица Воскресенская, блок-секция 7-8, 9-10",47 ТРЕСТ,59.7764,30.0273,Комфорт,2020-05-15,2.0,18.0,1764.78,0,Другое,2,0.0,C,,,,
26663,47,"п Аннино, ул. 10-й Пятилетки",47 ТРЕСТ,59.7726,30.0492,Комфорт,2019-10-07,10.0,234.0,9241.75,0,Монолит-кирпич,2,0.0,C,60001.0,,,
21002,47,"г Всеволожск, улица Коралловская, д. 1",4Д КОНСТРАКШН,60.0202,30.651,Комфорт,2021-08-23,7.0,55.0,2780.6,0,Монолит-кирпич,7,28.0,B,69838.0,"2,7",7.0,
21001,47,"г Всеволожск, улица Коралловская, д. 1",4Д КОНСТРАКШН,60.0203,30.6507,Комфорт,2021-08-23,7.0,60.0,2959.4,0,Монолит-кирпич,7,40.0,B,73728.0,"2,7",7.0,
23679,47,д Агалатово,84 ВЫСОТА,60.2153,30.3072,Типовой,2019-12-05,6.0,36.0,1597.0,0,Блоки,3,0.0,B,58317.0,"2,73",168.0,
23678,47,д Агалатово,84 ВЫСОТА,60.2156,30.3073,Типовой,2019-12-05,6.0,36.0,1597.0,0,Блоки,3,0.0,B,60412.0,"2,73",168.0,
23681,47,д Агалатово,84 ВЫСОТА,60.2156,30.308000000000003,Типовой,2020-03-24,6.0,30.0,1613.25,0,Блоки,3,0.0,B,54820.0,"2,73",168.0,
23680,47,д Агалатово,84 ВЫСОТА,60.2155,30.3086,Типовой,2021-12-10,6.0,30.0,1613.25,0,Блоки,3,0.0,B,54221.0,"2,73",168.0,
23682,47,д Агалатово,84 ВЫСОТА,60.2152,30.3089,Типовой,2022-06-30,10.0,54.0,2748.15,0,Блоки,3,0.0,B,54859.0,"2,73",168.0,
23683,47,д Агалатово,84 ВЫСОТА,60.215,30.3083,Типовой,2021-09-16,10.0,54.0,2748.15,0,Блоки,3,0.0,B,62199.0,"2,73",168.0,
23684,47,д Агалатово,84 ВЫСОТА,60.2149,30.3076,Типовой,2020-03-24,10.0,54.0,2748.15,0,Блоки,3,0.0,B,54412.0,"2,73",168.0,
23494,47,"гп Янино-1, улица 7-ая линия, вл. Участок 1",А-ЛЕКС,59.9454,30.5612,Типовой,2022-12-31,13.0,251.0,10991.85,0,Кирпич,5,0.0,B,38582.0,"2,55",35.0,
25133,47,"д Вартемяги, ул Колхозная, д. 4Б",АГЕНТСТВО РАЗВИТИЯ ТЕРРИТОРИЙ,60.1809,30.324,Комфорт,2021-12-15,3.0,22.0,991.25,0,Кирпич,3,0.0,A,64698.0,"2,8 - 3",10.0,
19457,47,"г Сертолово, Микрорайон Сертолово-1, улица Ларина",АВЕНЮ,60.1449,30.2122,Комфорт,2023-03-31,17.0,166.0,9944.7,0,Монолит-кирпич,7,96.0,C,61929.0,"2,75",2.0,
31939,47,"г Всеволожск, Коралловская, д. 16",АЕМА ДЕВЕЛОПМЕНТ,60.0198,30.653000000000002,Комфорт,2020-10-16,6.0,60.0,3606.3,0,Монолит,6,0.0,B,83411.0,,,
26430,47,"поселок Мурино, бульвар Петровский",АКВАМАРИН,60.0572,30.436999999999998,Другое,2018-09-17,13.0,836.0,32994.3,0,Другое,7,0.0,Не нормируется,,,,
2376,47,"д Старая, переулок Школьный, строение Поз.4 по Генплану, блок-секция 1",АКВАТЕРН,59.9324,30.6403,Типовой,2021-04-28,13.0,132.0,5500.3,0,Панель,5,0.0,B,53550.0,"2,6 - 2,65",50.0,
28742,47,"г Всеволожск, улица Шевченко, д. 12, корпус 1",АЛЬТАИР,60.0329,30.6528,Другое,2018-09-19,6.0,55.0,3511.5,0,Монолит-кирпич,6,0.0,A,,,,
28746,47,"г Всеволожск, улица Шевченко, д. 12, корпус 5",АЛЬТАИР,60.0327,30.654,Другое,2018-09-19,6.0,51.0,3508.5,0,Монолит-кирпич,6,0.0,A,,,,
28743,47,"г Всеволожск, улица Шевченко, д. 12, корпус 2",АЛЬТАИР,60.0324,30.6529,Другое,2018-09-19,6.0,50.0,3500.0,0,Монолит-кирпич,7,0.0,A,,,,
28744,47,"г Всеволожск, улица Шевченко, д. 12, корпус 3",АЛЬТАИР,60.0321,30.653000000000002,Другое,2018-09-19,6.0,55.0,3511.5,0,Монолит-кирпич,7,0.0,A,,,,
28745,47,"г Всеволожск, улица Шевченко, д. 12, корпус 4",АЛЬТАИР,60.0324,30.6534,Другое,2018-09-19,6.0,51.0,3508.5,0,Монолит-кирпич,7,0.0,A,,,,
17683,47,"Колтуши, участок кадастровый №47:07:1047002:969",АЛЬТАИР-ИНВЕСТ,59.9246,30.6353,Комфорт,2019-03-25,5.0,80.0,4287.2,0,Монолит-кирпич,5,0.0,B,,,,
40012,47,"д Колтуши, д. 5",АЛЬТАИР-ИНВЕСТ,59.9249,30.6382,Комфорт,2019-12-30,5.0,36.0,1985.2,0,Монолит-кирпич,5,0.0,C,,"2,75",0.0,
40011,47,"д Колтуши, д. 6",АЛЬТАИР-ИНВЕСТ,59.9252,30.6388,Комфорт,2019-12-30,5.0,36.0,1985.2,0,Монолит-кирпич,5,0.0,C,,"2,75",0.0,
40013,47,"д Колтуши, улица Чудесная, д. 4",АЛЬТАИР-ИНВЕСТ,59.9246,30.6374,Комфорт,2019-03-25,5.0,36.0,1985.2,0,Монолит-кирпич,5,0.0,C,,"2,75",0.0,
40014,47,"д Колтуши, улица Чудесная, д. 7, корпус 2",АЛЬТАИР-ИНВЕСТ,59.9252,30.6372,Комфорт,2019-03-25,5.0,80.0,4499.2,0,Монолит-кирпич,5,0.0,C,,"2,75",0.0,
45772,47,г Сосновый Бор,АЛЬФАСТРОЙИНВЕСТ,59.8931,29.0963,Типовой,2022-09-30,10.0,0.0,0.0,0,Монолит-кирпич,7,0.0,A,,,29.0,
21856,47,"город Мурино, бульвар Воронцовский",АЛЬЯНС,60.2177,30.6769,Другое,2018-04-18,,2042.0,66364.05,0,Другое,1,0.0,Не нормируется,,,,
25220,47,п Щеглово,АНДРОМЕДА,60.0307,30.7491,Другое,2018-08-31,6.0,359.0,14784.77,0,Монолит-кирпич,3,0.0,C,,,,
16754,47,"г Кировск, ул Советская, д. 41",АРГО-ИНВЕСТ,59.8773,31.0052,Типовой,2018-02-16,9.0,176.0,6339.2,0,Другое,6,103.0,A,,,,
16842,47,г Кировск,АРГО-ИНВЕСТ,59.8784,31.0049,Типовой,2019-11-19,10.0,262.0,8572.95,0,Монолит-кирпич,6,0.0,B,54612.0,,,
33379,47,"г. Кудрово, корпус 1",АРСЕНАЛ ГРУПП,59.9096,30.5174,Комфорт,2019-08-15,19.0,107.0,5474.23,0,Другое,7,0.0,B,,,,
17831,47,п Бугры,АРСЕНАЛ ГРУПП,60.0635,30.4021,Комфорт,2019-03-22,13.0,505.0,21892.62,0,Другое,7,0.0,B,,,,
17830,47,п Бугры,АРСЕНАЛ ГРУПП,60.0628,30.4041,Комфорт,2018-12-29,13.0,503.0,20165.7,0,Другое,7,0.0,B,,,,
17833,47,"Кудрово, корпус 1",АРСЕНАЛ ГРУПП,59.9096,30.5174,Комфорт,2019-08-15,19.0,107.0,5474.23,0,Другое,7,0.0,B,,,,
29753,47,"п Бугры, корпус 3",АРСЕНАЛ ГРУПП,60.0699,30.3998,Комфорт,2021-01-14,13.0,308.0,14707.2,0,Монолит-кирпич,6,114.0,B,104391.0,"2,75",34.0,
17832,47,"Кудрово, корпус 2",АРСЕНАЛ ГРУПП,59.9102,30.5174,Комфорт,2019-08-15,19.0,102.0,5226.12,0,Другое,7,0.0,B,,,,
33380,47,г. Кудрово,АРСЕНАЛ ГРУПП,59.9084,30.5135,Комфорт,2019-08-15,19.0,102.0,5226.12,0,Другое,7,0.0,B,,,,
29754,47,"п Бугры, корпус 4",АРСЕНАЛ ГРУПП,60.0699,30.3998,Комфорт,2021-01-15,13.0,308.0,14596.15,0,Монолит-кирпич,6,105.0,B,99537.0,"2,75",34.0,
33381,47,г. Кудрово,АРСЕНАЛ ГРУПП,59.9084,30.5135,Комфорт,2019-08-15,19.0,238.0,11646.7,0,Другое,7,0.0,B,,,,
17834,47,"Кудрово, корпус 3",АРСЕНАЛ ГРУПП,59.9105,30.5181,Комфорт,2019-08-15,19.0,238.0,11646.7,0,Другое,7,0.0,B,,,,
29755,47,"п Бугры, корпус 5",АРСЕНАЛ ГРУПП,60.0699,30.3998,Комфорт,2020-12-25,13.0,308.0,14707.2,0,Монолит-кирпич,6,100.0,B,96560.0,"2,75",34.0,
17835,47,"Кудрово, корпус 4",АРСЕНАЛ ГРУПП,59.9109,30.5189,Комфорт,2019-08-15,19.0,238.0,11637.29,0,Другое,7,0.0,B,,,,
33382,47,г. Кудрово,АРСЕНАЛ ГРУПП,59.9084,30.5135,Комфорт,2019-08-15,19.0,238.0,11637.29,0,Другое,7,0.0,B,,,,
33383,47,г. Кудрово,АРСЕНАЛ ГРУПП,59.9084,30.5135,Комфорт,2019-08-15,1.0,0.0,0.0,0,Другое,7,256.0,B,,,,
17704,47,"поселок Мурино, бульвар Менделеева",АРСЕНАЛ-1,60.2177,30.6769,Комфорт,2018-10-01,22.0,548.0,22432.0,0,Другое,1,0.0,B,,,,
7358,47,"п Бугры, корпус 6",АРСЕНАЛ-10,60.0626,30.3989,Комфорт,2020-07-30,13.0,468.0,21531.92,0,Другое,7,319.0,C,84120.0,,,
37725,47,"п Бугры, корпус 24",АРСЕНАЛ-10,60.0687,30.3937,Комфорт,2023-06-30,13.0,176.0,10828.62,0,Монолит,6,0.0,B,132551.0,"2,7",0.0,
41385,47,"п Бугры, корпус 22",АРСЕНАЛ-10,60.0687,30.3938,Комфорт,2023-12-31,13.0,451.0,21057.8,0,Монолит-кирпич,6,0.0,B,148836.0,"2,7 - 4,5",0.0,
7359,47,"п Бугры, корпус 7",АРСЕНАЛ-10,60.0615,30.3983,Комфорт,2020-07-30,13.0,533.0,23998.59,0,Другое,7,0.0,C,86789.0,,,
41386,47,"п Бугры, корпус 23",АРСЕНАЛ-10,60.0687,30.3938,Комфорт,2023-12-31,13.0,176.0,10227.25,0,Монолит-кирпич,6,0.0,B,120000.0,"2,7",0.0,
37726,47,"п Бугры, корпус 25",АРСЕНАЛ-10,60.0687,30.3937,Комфорт,2023-03-31,13.0,493.0,22228.03,0,Другое,6,234.0,C,137895.0,"2,7",0.0,
37727,47,"п Бугры, корпус 26",АРСЕНАЛ-10,60.0687,30.3937,Комфорт,2023-03-31,13.0,330.0,14900.38,0,Другое,6,0.0,C,123679.0,"2,7",0.0,
17791,47,д. 19,АРСЕНАЛ-3,60.2177,30.6769,Комфорт,2018-10-01,22.0,237.0,10896.6,0,Другое,1,0.0,B,,,,
17801,47,"поселок Мурино, улица Шувалова, д. 8",АРСЕНАЛ-3,60.0525,30.4262,Комфорт,2019-03-14,,237.0,10721.6,0,Другое,7,0.0,B,,,,
17798,47,Мурино,АРСЕНАЛ-3,60.0522,30.4276,Комфорт,2019-06-28,18.0,269.0,12106.68,0,Монолит-кирпич,7,0.0,B,,,,
26192,47,Мурино,АРСЕНАЛ-3,60.0532,30.4273,Типовой,2019-11-05,22.0,389.0,19503.94,0,Другое,7,281.0,B,79937.0,,,
42203,47,"с Русско-Высоцкое, район АОЗТ «Птицефабрика Русско-Высоцкая»",АСД,59.6961,29.943,Типовой,2023-03-31,5.0,70.0,3528.46,0,Монолит-кирпич,2,0.0,A,88547.0,"2,55 - 2,7",32.0,
17984,47,"гп Токсово, улица Дорожников, д. 28, корпус 2",АСД-НЕДВИЖЖИМОСТЬ,60.1483,30.5137,Комфорт,2021-10-21,3.0,33.0,1800.81,0,Кирпич,3,0.0,B,,"2,76",73.0,
28254,47,"гп Токсово, ул Дорожников, д. 28, корпус 4",АСД-НЕДВИЖЖИМОСТЬ,60.1459,30.5185,Комфорт,2022-12-31,3.0,18.0,974.91,0,Кирпич,3,0.0,B,34339.0,"2,76",60.0,
17985,47,"гп Токсово, улица Дорожников, д. 28, корпус 3",АСД-НЕДВИЖЖИМОСТЬ,60.1459,30.5185,Комфорт,2021-10-21,3.0,33.0,1808.61,0,Кирпич,3,0.0,B,,"2,76",73.0,
28255,47,"гп Токсово, ул Дорожников, д. 28, корпус 5",АСД-НЕДВИЖЖИМОСТЬ,60.1459,30.5185,Комфорт,2022-12-31,3.0,33.0,1817.08,0,Кирпич,3,0.0,B,35184.0,"2,76",60.0,
28256,47,"гп Токсово, ул Дорожников, д. 28, корпус 6",АСД-НЕДВИЖЖИМОСТЬ,60.1459,30.5185,Комфорт,2022-12-31,3.0,33.0,1790.46,0,Кирпич,3,0.0,B,35599.0,"2,76",60.0,
23229,47,"г Волхов, проспект Волховский, д. 53",АТЛАНТИКА,59.895,32.3495,Типовой,2022-12-31,11.0,105.0,9651.0,0,Монолит,5,0.0,B,30000.0,"2,8",54.0,
13439,47,гп Янино-1,БАЛТИНВЕСТГРУПП,59.9527,30.5725,Комфорт,2019-06-27,13.0,969.0,34281.79,0,Монолит-кирпич,4,0.0,B,75182.0,,,
13438,47,гп Янино-1,БАЛТИНВЕСТГРУПП,59.9525,30.575,Комфорт,2018-12-28,13.0,947.0,33954.4,0,Монолит-кирпич,4,0.0,B,67419.0,,,
13440,47,гп Янино-1,БАЛТИНВЕСТГРУПП,59.9518,30.5734,Комфорт,2018-12-29,13.0,640.0,22765.34,0,Монолит-кирпич,4,0.0,B,66398.0,,,
32393,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №1",БЛИЗКОЕ,60.1236,30.4231,Комфорт,2021-12-30,2.0,6.0,565.71,0,Кирпич,1,0.0,C,76878.0,3,0.0,
32388,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №5",БЛИЗКОЕ,60.1229,30.4208,Комфорт,2021-12-30,2.0,6.0,565.71,0,Кирпич,1,0.0,C,46009.0,3,0.0,
44922,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №14",БЛИЗКОЕ,60.1227,30.4194,Комфорт,2021-12-30,2.0,9.0,843.65,0,Кирпич,1,0.0,C,59983.0,3,0.0,
32367,47,"д Мистолово, загородный жилой комплекс ""Близкое"", д. 3-х этажный многоквартирный жилой дом №1",БЛИЗКОЕ,60.121,30.4174,Комфорт,2021-12-30,3.0,9.0,486.95,0,Кирпич,2,0.0,C,80586.0,"2,65",0.0,
32527,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 1.1",БЛИЗКОЕ,60.1225,30.4181,Комфорт,2021-12-30,2.0,1.0,132.06,0,Кирпич,1,0.0,B,47579.0,,1.0,
32401,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №19",БЛИЗКОЕ,60.1249,30.4222,Комфорт,2022-12-31,2.0,10.0,820.0,0,Кирпич,1,0.0,C,60122.0,3,0.0,
32368,47,"д Мистолово, загородный жилой комплекс ""Близкое"", д. 3-х этажный многоквартирный жилой дом №2",БЛИЗКОЕ,60.1212,30.4169,Комфорт,2021-12-30,3.0,20.0,967.88,0,Кирпич,1,0.0,C,71773.0,"2,65",0.0,
32389,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №6",БЛИЗКОЕ,60.1232,30.4213,Комфорт,2021-12-30,2.0,5.0,474.93,0,Кирпич,1,0.0,C,79487.0,3,0.0,
32394,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №2",БЛИЗКОЕ,60.1239,30.4234,Комфорт,2021-12-30,2.0,6.0,565.71,0,Кирпич,1,0.0,C,85616.0,3,0.0,
44923,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №15",БЛИЗКОЕ,60.1222,30.4187,Комфорт,2021-12-30,2.0,8.0,752.1,0,Кирпич,1,0.0,C,62008.0,3,0.0,
32402,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №21",БЛИЗКОЕ,60.1253,30.4227,Комфорт,2022-12-31,2.0,10.0,820.0,0,Кирпич,1,0.0,C,62875.0,3,0.0,
32528,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 1.2",БЛИЗКОЕ,60.1227,30.4184,Комфорт,2021-12-30,2.0,1.0,103.65,0,Кирпич,1,0.0,B,68190.0,,1.0,
32395,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №3",БЛИЗКОЕ,60.1241,30.423000000000002,Комфорт,2021-12-30,2.0,7.0,660.55,0,Кирпич,1,0.0,C,64583.0,3,0.0,
32390,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №7",БЛИЗКОЕ,60.1235,30.4215,Комфорт,2021-12-30,2.0,5.0,474.93,0,Кирпич,1,0.0,C,67979.0,3,0.0,
32529,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 1.3",БЛИЗКОЕ,60.1226,30.4179,Комфорт,2021-12-30,22.0,1.0,104.62,0,Кирпич,1,0.0,B,70100.0,,1.0,
32369,47,"д Мистолово, загородный жилой комплекс ""Близкое"", д. 3-х этажный многоквартирный жилой дом №3",БЛИЗКОЕ,60.1216,30.4164,Комфорт,2021-12-30,3.0,20.0,967.88,0,Кирпич,1,0.0,C,76607.0,"2,65",0.0,
44924,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №16",БЛИЗКОЕ,60.1218,30.4183,Комфорт,2021-12-30,2.0,8.0,751.81,0,Кирпич,1,0.0,C,68838.0,3,0.0,
32370,47,"д Мистолово, загородный жилой комплекс ""Близкое"", д. 3-х этажный многоквартирный жилой дом №4",БЛИЗКОЕ,60.122,30.4163,Комфорт,2021-12-30,3.0,24.0,980.62,0,Кирпич,1,0.0,C,71744.0,"2,65",0.0,
32396,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №4",БЛИЗКОЕ,60.1237,30.4224,Комфорт,2021-12-30,2.0,7.0,660.55,0,Кирпич,1,0.0,C,55370.0,3,0.0,
32530,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 1.4",БЛИЗКОЕ,60.1228,30.4182,Комфорт,2021-12-30,2.0,1.0,103.65,0,Кирпич,1,0.0,B,82459.0,,1.0,
44926,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №18",БЛИЗКОЕ,60.1218,30.4175,Комфорт,2021-12-30,2.0,7.0,660.55,0,Кирпич,1,0.0,C,68998.0,3,0.0,
32371,47,"д Мистолово, загородный жилой комплекс ""Близкое"", д. 3-х этажный многоквартирный жилой дом №5",БЛИЗКОЕ,60.1219,30.4152,Комфорт,2021-12-30,3.0,9.0,486.95,0,Кирпич,1,0.0,C,79574.0,"2,65",0.0,
32403,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №22",БЛИЗКОЕ,60.1255,30.423000000000002,Комфорт,2022-12-31,2.0,10.0,820.0,0,Кирпич,1,0.0,C,58859.0,3,0.0,
32391,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №12",БЛИЗКОЕ,60.1235,30.4206,Комфорт,2021-12-30,2.0,8.0,751.81,0,Кирпич,1,0.0,C,52944.0,3,0.0,
32397,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №8",БЛИЗКОЕ,60.1239,30.4218,Комфорт,2021-12-30,2.0,8.0,747.85,0,Кирпич,1,0.0,C,58030.0,3,0.0,
32392,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №13",БЛИЗКОЕ,60.123000000000005,30.42,Комфорт,2021-12-30,2.0,8.0,751.81,0,Кирпич,1,0.0,C,67312.0,3,0.0,
32531,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 1.5",БЛИЗКОЕ,60.1227,30.4177,Комфорт,2021-12-30,2.0,1.0,104.34,0,Кирпич,1,0.0,B,73578.0,,1.0,
32404,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №23",БЛИЗКОЕ,60.1253,30.4238,Комфорт,2022-12-31,2.0,10.0,993.8,0,Кирпич,1,0.0,C,67237.0,3,0.0,
32405,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №24",БЛИЗКОЕ,60.125,30.4235,Комфорт,2022-12-31,2.0,10.0,993.8,0,Кирпич,1,0.0,C,64976.0,3,0.0,
32399,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №10",БЛИЗКОЕ,60.1241,30.4214,Комфорт,2021-12-30,2.0,6.0,568.08,0,Кирпич,1,0.0,C,69531.0,3,0.0,
32533,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 1.7",БЛИЗКОЕ,60.1228,30.4175,Комфорт,2021-12-30,2.0,1.0,104.62,0,Кирпич,1,0.0,B,61511.0,,1.0,
32373,47,"д Мистолово, загородный жилой комплекс ""Близкое"", д. 3-х этажный многоквартирный жилой дом №7",БЛИЗКОЕ,60.1213,30.4174,Комфорт,2021-12-30,3.0,12.0,490.54,0,Кирпич,1,0.0,C,68141.0,"2,65",0.0,
32398,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №9",БЛИЗКОЕ,60.1243,30.4225,Комфорт,2021-12-30,2.0,8.0,747.85,0,Кирпич,1,0.0,C,76134.0,3,0.0,
32407,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №20",БЛИЗКОЕ,60.1251,30.4224,Комфорт,2022-12-31,2.0,10.0,820.0,0,Кирпич,1,0.0,C,66174.0,3,0.0,
32406,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №25",БЛИЗКОЕ,60.1247,30.4232,Комфорт,2022-12-31,2.0,10.0,993.8,0,Кирпич,1,0.0,C,66880.0,3,0.0,
32400,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2-х этажный жилой дом блокированной застройки №11",БЛИЗКОЕ,60.1239,30.421,Комфорт,2021-12-30,2.0,5.0,477.45,0,Кирпич,1,0.0,C,62649.0,3,0.0,
32532,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 1.6",БЛИЗКОЕ,60.1229,30.418000000000003,Комфорт,2021-12-30,2.0,1.0,102.2,0,Кирпич,1,0.0,B,74455.0,,1.0,
32534,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 1.8",БЛИЗКОЕ,60.123000000000005,30.4179,Комфорт,2021-12-30,2.0,1.0,107.85,0,Кирпич,1,0.0,B,86694.0,,1.0,
32539,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 1.13",БЛИЗКОЕ,60.1232,30.4169,Комфорт,2021-12-30,2.0,1.0,127.36,0,Кирпич,1,0.0,B,75368.0,,1.0,
32536,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 1.10",БЛИЗКОЕ,60.1231,30.4176,Комфорт,2021-12-30,2.0,1.0,132.06,0,Кирпич,1,0.0,B,120100.0,,1.0,
32545,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2.11",БЛИЗКОЕ,60.1235,30.4178,Комфорт,2021-12-30,2.0,1.0,130.32,0,Кирпич,1,0.0,B,111877.0,,1.0,
32372,47,"д Мистолово, загородный жилой комплекс ""Близкое"", д. 3-х этажный многоквартирный жилой дом №6",БЛИЗКОЕ,60.1211,30.4181,Комфорт,2021-12-30,3.0,24.0,980.62,0,Кирпич,2,0.0,C,73457.0,"2,65",0.0,
32541,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2.3",БЛИЗКОЕ,60.123000000000005,30.4186,Комфорт,2021-12-30,2.0,1.0,104.62,0,Кирпич,1,0.0,B,86025.0,,1.0,
32538,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 1.12",БЛИЗКОЕ,60.1233,30.4174,Комфорт,2021-12-30,2.0,1.0,132.06,0,Кирпич,1,0.0,B,90083.0,,1.0,
32542,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2.5",БЛИЗКОЕ,60.1231,30.4184,Комфорт,2021-12-30,2.0,1.0,98.65,0,Кирпич,1,0.0,B,156319.0,,1.0,
32543,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2.7",БЛИЗКОЕ,60.1233,30.4183,Комфорт,2021-12-30,2.0,1.0,110.84,0,Кирпич,1,0.0,B,90211.0,,1.0,
32544,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2.9",БЛИЗКОЕ,60.1234,30.4181,Комфорт,2021-12-30,2.0,1.0,132.06,0,Кирпич,1,0.0,B,108284.0,,1.0,
32535,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 1.9",БЛИЗКОЕ,60.1229,30.4173,Комфорт,2021-12-30,2.0,1.0,104.62,0,Кирпич,1,0.0,B,73039.0,,1.0,
32540,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 2.1",БЛИЗКОЕ,60.1229,30.4188,Комфорт,2021-12-30,2.0,1.0,104.62,0,Кирпич,1,0.0,B,87619.0,,1.0,
32537,47,"д Мистолово, Загородный жилой комплекс ""Близкое"", д. 1.11",БЛИЗКОЕ,60.1231,30.4172,Комфорт,2021-12-30,2.0,1.0,104.34,0,Кирпич,1,0.0,B,110312.0,,1.0,
32163,47,п Мурино,БОНАВА САНКТ-ПЕТЕРБУРГ,60.0534,30.4505,Комфорт,2017-03-01,19.0,221.0,8886.99,0,Панель,6,0.0,B,82302.0,,,
32160,47,п Мурино,БОНАВА САНКТ-ПЕТЕРБУРГ,60.0532,30.4471,Комфорт,2016-10-04,26.0,264.0,12421.62,0,Панель,6,0.0,B,77473.0,,,
32166,47,"г Всеволожск, район ЗАО ""Щеглово""",БОНАВА САНКТ-ПЕТЕРБУРГ,60.0347,30.6547,Комфорт,2016-04-15,7.0,48.0,2909.38,0,Панель,6,0.0,B,72374.0,,,
32161,47,"г Всеволожск, район ЗАО ""Щеглово""",БОНАВА САНКТ-ПЕТЕРБУРГ,60.0352,30.655,Комфорт,2015-06-01,6.0,48.0,2916.6,0,Панель,5,0.0,B,67868.0,,,
32164,47,п Мурино,БОНАВА САНКТ-ПЕТЕРБУРГ,60.0536,30.4516,Комфорт,2017-06-09,19.0,216.0,8887.71,0,Панель,6,0.0,B,84101.0,,,
32165,47,п Мурино,БОНАВА САНКТ-ПЕТЕРБУРГ,60.0538,30.45,Комфорт,2017-05-26,9.0,0.0,0.0,0,Другое,6,685.0,C,42809.0,,,
17059,47,"г Всеволожск, район ЗАО ""Щеглово""",БОНАВА САНКТ-ПЕТЕРБУРГ,60.0363,30.6612,Комфорт,2018-12-05,7.0,43.0,2576.63,0,Панель,3,0.0,B,84525.0,,,
3628,47,"г Всеволожск, район ЗАО ""Щеглово""",БОНАВА САНКТ-ПЕТЕРБУРГ,60.0366,30.6572,Комфорт,2021-10-29,7.0,48.0,2899.11,0,Панель,4,0.0,B,113209.0,"2,72",49.0,
